# id:15-15-15 
0.41,-0.82,-0.50751863118389
-1,-0.99,0.1601970531475
0.85,0.73,1.8657764099258
-0.53,-0.83,-0.73425557148441
0.73,0.47,0.55245086225029
-0.14,0.06,-0.058683890412384
-0.5,0.3,0.67818747383382
0.41,-0.27,-0.015615651883004
-0.59,0.14,0.44374393439429
-0.97,0.55,1.3398772390684
-0.12,0.82,0.55077542173919
-0.1,0.71,0.86256643714843
-0.74,0.75,0.95076547446143
-0.35,-0.32,-0.01110072568684
-0.44,-0.69,-0.63851139366426
0.3,0.99,1.2244418069537
0.82,0.26,1.0669868416785
-0.77,-0.9,0.018813845728743
0.64,0.02,0.33329772436824
-0.79,-0.23,0.17944160649029
-0.05,0.95,1.069869136973
0.63,1,1.5271130253551
-0.59,-0.58,-0.36430776188905
0.56,0.9,1.0593246517253
0.93,-0.17,0.98437657827859
-0.47,0.11,0.42952034987994
0.65,0.17,0.43734070839798
-0.61,-0.68,-0.012237116645813
-0.31,-0.74,-0.39607791801059
-0.9,-0.42,0.560239973305
-0.66,0.67,1.1844257212517
0.22,-0.87,-0.40726851139089
0.45,-0.58,-0.5352991900308
-0.41,-0.43,-0.46315173320465
0.31,-0.64,-0.45554487797866
-0.95,0.79,1.1102878744309
-0.72,0.06,0.40438781689718
0.48,0.61,0.82701232746541
-0.88,0.75,1.5281973623702
-0.76,0.78,1.2873647684944
-0.85,-0.72,0.029374079718338
0.05,0.6,0.7821725479663
0.84,0.16,0.91674290609383
0.91,0.75,1.5350242728401
0.16,-0.02,-0.19780542448718
-0.64,-0.84,0.025228030020086
-0.47,0.91,0.84826688318216
-0.6,-0.52,-0.14661911969455
0.84,-0.1,0.69095622930065
0.89,-0.54,0.51072882514859
-0.81,0.72,1.4973062309888
-0.15,1,1.1432280869768
-0.91,0.93,1.9104968199734
0.4,-0.41,-0.19101575391831
-0.17,-0.17,-0.38629880360982
-0.15,-0.31,-0.50045460331903
0.23,-0.58,-0.64852159090799
-0.95,-0.95,-0.20315927131892
0.69,-0.75,0.012755228450452
-0.6,0.59,0.98249938001303
-0.59,0.92,1.1007017642496
0.09,0.6,0.67715435302083
-1,0.03,1.1468144306668
-0.5,0.5,0.9029249157278
0.13,0.67,0.94538215781257
-0.76,0.67,1.1845479825464
0.82,-0.51,-0.08238735527255
-0.94,-0.91,0.17089716002001
0.3,-0.17,-0.32938937774177
0.48,0.56,1.0224835979367
-0.91,0.4,1.2205088935165
0.97,-0.65,0.14859737232476
0.34,0.11,0.2221629555473
-0.18,-0.08,-0.31746739731563
0.99,0.38,1.3850636419392
-0.98,0.34,1.3562609404142
0.53,0.47,1.0270761699127
-0.72,-0.04,0.80227050936346
0.1,0.45,0.55629177763947
-0.84,-0.15,0.65313909206323
0.89,0.99,1.9091589568598
-0.45,-0.37,0.026730755429144
0.28,-0.5,-0.069779069606779
0.88,-0.08,0.72041394239921
-0.41,0.07,0.26930916608916
-0.27,-0.15,0.15970363807254
-0.23,-0.32,-0.29692934682939
-0.28,0.3,0.24237683268727
-0.03,0.41,0.53051243475517
-0.74,0.35,1.0913428482343
0.13,0.8,0.95213699246086
0.28,0.66,0.81545912064476
-0.08,-0.15,0.085402576180219
0.49,0.64,1.1791987443907
0.83,-0.84,0.26452298286633
0.86,0.01,0.75538353406949
0.54,0.33,0.7591553405081
-0.21,0.86,1.2575667512757
-0.15,-0.45,-0.21325214706713
-0.68,-0.25,0.22794819690312
0.58,0.82,1.2403314231483
-0.52,0.35,0.50356588563125
0.7,0.05,0.37760050453362
-0.95,0.26,0.98144113948348
0.72,0.29,0.99119966721511
-0.73,-0.92,-0.37158481197285
0.24,0.62,0.6916153741068
0.49,-0.81,-0.58245849029305
-0.87,-0.37,0.51665005710108
0.93,-0.31,0.43862615869662
-0.41,0.1,0.086084414319721
0.91,-0.52,0.37522567721497
0.55,-0.98,-0.30897065320011
0.15,-0.57,-0.52312256788059
0.75,0.72,1.1076683241377
-0.64,0.69,1.1481941296136
0.37,0.31,0.41097901395279
0.21,-0.9,-1.0622020748598
0.56,-0.77,-0.42382155594169
-0.76,0.25,0.91464479722766
-0.17,0.74,0.56575181568584
0.11,0.92,1.1510878221378
0.17,0.65,0.5441477896347
0.49,-0.6,-0.55576293353324
-0.1,-0.08,-0.075682117971406
-0.45,0.46,0.37641557160014
-0.97,-0.4,0.57060992427242
-0.85,0.64,1.4536195644215
0.92,-0.29,0.91524432011552
-0.17,0.42,0.1600349693566
-0.77,0.89,1.2956164388717
-0.16,-0.52,-0.55900957274318
0.9,-0.95,-0.070445110538584
0.65,-0.33,0.0086484069028048
0.51,0.91,1.1449215564445
-0.4,0.75,0.63755414489013
-0.49,-0.17,-0.18350934771032
0.09,0.04,0.26790849830707
-0.85,-0.18,0.56711530276463
-1,0.15,0.7983743769494
-0.57,-0.34,0.56506290889135
0.41,-0.93,-0.73553902885341
0.96,-0.36,0.67094901871142
0.35,1,1.1156603423708
0.87,-0.91,-0.1617557868022
-0.2,-0.99,-0.99939491791526
-0.63,0.39,0.71778942745809
-0.96,-0.96,-0.45031601690474
-0.11,-0.82,-0.93110590884884
-0.21,-0.2,-0.27789924915358
0.37,0.6,0.76478393292124
-0.85,-0.39,0.44491776434211
-0.87,0.19,1.0165652245798
-1,-0.97,-0.090049873410464
-0.16,0.92,1.1010497547352
-0.52,0.66,0.97335108565141
-0.61,0.57,1.2298308928613
-0.95,-0.85,0.06484359228439
0.81,-0.1,0.7274661140404
-0.27,0.21,0.18342995517822
-0.6,0.48,0.87284085633249
-0.29,-0.21,-0.29093152811446
-0.62,-0.07,0.026816537107656
-0.72,0.77,1.5128158852777
0.29,-0.6,-0.42300091281666
-0.43,-0.4,-0.0025579439876822
-0.05,0.43,0.80702398614222
0.41,-0.76,-0.81897092940217
0.34,0.77,0.85463849419064
-0.85,0.83,1.1841330786641
-0.94,0.28,1.18809228323
-0.38,0.22,0.73791377478844
-0.23,-0.56,-0.42048343703325
-0.05,-0.03,-0.13763989276115
-0.01,0.26,0.35009699958244
-0.49,-0.72,-0.53722926275428
0.8,-0.8,-0.41928227823874
-0.19,-0.39,0.0062418572015304
-0.86,0.12,0.70482007417975
-0.06,-0.75,-0.83109165653914
-0.73,-0.01,0.20693086192841
0.9,0.31,1.3136647950601
